	Code	Name	Type	Formula	PubChem	IUPAC	Smiles	Weight	Clusters	Symbol	Source	Essential amino acids	Error
391	OMe-Trp	methoxytryptophan	NRPS	C12H14N2O3			COn2cc(CC(N)C(=O)O)c1ccccc12	234.25116	"['Trp*', 'Phe+Trp']"	W*	Norine		
392	OH-Trp	5-hydroxytryptophan	unknown	C11H12N2O3	144	2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid	NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O	220.22458	"['Trp*', 'Phe+Trp']"	W*	Norine		
393	D-Trp	D-Tryptophan	NRPS	C11H12N2O2	9060	(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid	NC(Cc1c[nH]c2ccccc12)C(=O)O	204.22517	"['Trp*', 'Phe+Trp']"	W*	Norine		
394	Trpol	tryptophanol	NRPS	C11H14N2O	6951149	(2S)-2-amino-3-(1H-indol-3-yl)propan-1-ol	NC(CO)Cc1c[nH]c2ccccc12	190.24167	"['Trp*', 'Phe+Trp']"	W*	Norine		
395	N1-COOH-bhTrp	N1-carboxy-bichomotryptophan	unknown	C14H16N2O4			NC(CCCc1cn(C(=O)O)c2ccccc12)C(=O)O	276.28787	"['Trp*', 'Phe+Trp']"	W*	Norine		
396	dh-Trp	"2,3-Dehydro-Tryptophan"	NRPS	C11H10N2O2	441158	2-amino-3-(1H-indol-3-yl)prop-2-enoic acid	NC(=Cc1c[nH]c2ccccc12)C(=O)O	202.2093	"['Trp*', 'Phe+Trp']"	W*	Norine		
397	1Me-Trp	N1-methyl-tryptophan	unknown	C12H14N2O2	98112	2-amino-3-(1-methylindol-3-yl)propanoic acid	Cn2cc(CC(N)C(=O)O)c1ccccc12	218.25175	"['Trp*', 'Phe+Trp']"	W*	Norine		
398	NMe-OH-Trp	N-methyl-5-hydroxytryptophan	unknown	C12H14N2O3			CNC(Cc1c[nH]c2ccc(O)cc12)C(=O)O	234.25116	"['Trp*', 'Phe+Trp']"	W*	Norine		
399	D-Cl-CONH2-Trp	D-6-chloro-N2-formamidotryptophan	unknown	C12H12ClN3O3			NC(=O)n2cc(CC(N)C(O)=O)c1ccc(cc12)Cl	281.69498	"['Trp*', 'Phe+Trp']"	W*	Norine		
400	Br-OH-Trp	2-bromo-5-hydroxytryptophan	unknown	C11H11BrN2O3			NC(Cc1c2cc(O)ccc2([nH]c1Br))C(=O)O	299.12064	"['Trp*', 'Phe+Trp']"	W*	Norine		
401	Br-Trp	5-bromo-tryptophan	unknown	C11H11BrN2O2	96735	2-amino-3-(5-bromo-1H-indol-3-yl)propanoic acid	NC(Cc1c[nH]c2ccc(cc12)Br)C(=O)O	283.12125	"['Trp*', 'Phe+Trp']"	W*	Norine		
402	bbMe-NMe-Trp	"beta,beta,N-trimethyltryptophan"	unknown	C14H18N2O2			CNC(C(O)=O)C(C)(C)c2c[nH]c1ccccc12	246.30493	"['Trp*', 'Phe+Trp']"	W*	Norine		
403	D-COOH-Trp	D-2-carboxy-tryptophan	unknown	C12H12N2O4			NC(Cc1c2ccccc2([nH]c1(C(=O)O)))C(O)=O	248.23468	"['Trp*', 'Phe+Trp']"	W*	Norine		
404	NMe-Cl-OH-Trp	N-methyl-6-chloro-5-hydroxytryptophan	unknown	C12H13ClN2O3			CNC(Cc1c[nH]c2cc(c(O)cc12)Cl)C(=O)O	268.69623	"['Trp*', 'Phe+Trp']"	W*	Norine		
405	CFA	coronafacic acid	PKS	C12H16O3	114969	"(3aS,6R,7aS)-6-ethyl-1-oxo-2,3,3a,6,7,7a-hexahydroindene-4-carboxylic acid"	CCC1C=C(C(=O)O)C2CCC(=O)C2(C1)	208.25365	"['PKS', 'PKS']"		Norine		
406	Adda	"3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid"	PKS	C20H29NO3	4478472	"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid"	COC(Cc1ccccc1)C(C)C=C(C)C=CC(N)C(C)C(=O)O	331.4492	"['PKS', 'PKS']"		Norine		
407	Me-Suc	methyl-succinimide	PKS	C5H7NO2	138540	"3-methylpyrrolidine-2,5-dione"	CC1CC(=O)NC1(=O)	113.11458	"['PKS', 'PKS']"		Norine		
408	ADMAdda	O-Acetyl-O-demethylAdda.	PKS	C21H29NO4			CC(C=CC(N)C(C)C(O)=O)=CC(C)C(Cc1ccccc1)OC(C)=O	359.45926	"['PKS', 'PKS']"		Norine		
409	C8:3(t2.t4.t6)	"trans2,trans4,trans6-trioctaneic acid"	PKS	C8H10O2	95509	"octa-2,4,6-trienoic acid"	CC=CC=CC=CC(=O)O	138.1638	"['PKS', 'PKS']"		Norine		
410	DMAdda	O-demethyl-Adda	PKS	C19H27NO3			CC(C=CC(N)C(C)C(O)=O)=CC(C)C(O)Cc1ccccc1	317.4226	"['PKS', 'PKS']"		Norine		
411	C6:2(t2.t4)	"trans2,trans4-dihexaneic acid"	PKS	C6H8O2	5251	"hexa-2,4-dienoic acid"	CC=CC=CC(=O)O	112.126526	"['PKS', 'PKS']"		Norine		
412	Pyr	pyrrolidone	unknown	C4H7NO	12025	pyrrolidin-2-one	O=C1CCCN1	85.10448	"['Pyr*', 'Pyr*']"		Norine		
413	Pya	pyruvate	unknown	C3H4O3	1060	2-oxopropanoic acid	CC(=O)C(=O)O	88.062065	"['Pyr*', 'Pyr*']"		Norine		
414	OH-Pyr	hydroxy pyrrolidone	unknown	C4H7NO2	155084	(4S)-4-hydroxypyrrolidin-2-one	OC1CNC(=O)C1	101.10388	"['Pyr*', 'Pyr*']"		Norine		
415	dPyr	dehydropyrrolidone	unknown	C6H8N2O3			NC1CC(=O)NC1(=CC(=O)O)	156.13933	"['Pyr*', 'Pyr*']"		Norine		
416	Dpy	Dolapyrrolidone	unknown	C12H13NO2	10560074	"4-methoxy-5-(phenylmethyl)-1,5-dihydropyrrol-2-one"	COC2=CC(=O)NC2(Cc1ccccc1)	203.23712	"['Pyr*', 'Pyr*']"		Norine		
417	Spd	spermidine	unknown	C7H19N3	1102	"N-(3-aminopropyl)butane-1,4-diamine"	NCCCCNCCCN	145.24586	"['Spd*', 'Spd*']"		Norine		
418	GSpd	guanylspermidine	unknown	C8H21N5	541551	2-[3-(4-aminobutylamino)propyl]guanidine	NCCCNCCCCN=C(N)N	187.28586	"['Spd*', 'Spd*']"		Norine		
419	NSpd	norspermidine	other	C6H17N3	5942	"N-(3-aminopropyl)propane-1,3-diamine"	NCCCNCCCN	131.21928	"['Spd*', 'Spd*']"		Norine		
420	Sta	statine	unknown	C8H17NO3	3387569	4-amino-3-hydroxy-6-methylheptanoic acid	CC(C)CC(N)C(O)CC(=O)O	175.22548	"['Sta*', 'Sta*']"		Norine		
421	Nst	norstatine	unknown	C7H15NO3	173844	3-amino-2-hydroxy-5-methylhexanoic acid	CC(C)CC(N)C(O)C(=O)O	161.1989	"['Sta*', 'Sta*']"		Norine		
422	Ist	isostatine	unknown	C8H17NO3	14428564	4-amino-3-hydroxy-5-methylheptanoic acid	CCC(C)C(N)C(O)CC(=O)O	175.22548	"['Sta*', 'Sta*']"		Norine		
423	aThr	allo-Threonine	NRPS	C4H9NO3	99289	"(2S,3S)-2-amino-3-hydroxybutanoic acid"	CC(O)C(N)C(=O)O	119.119156	"['Thr*', 'Thr*']"	T*	Norine		
424	D-Thr	D-Threonine	NRPS	C4H9NO3	69435	"(2R,3S)-2-amino-3-hydroxybutanoic acid"	CC(O)C(N)C(=O)O	119.119156	"['Thr*', 'Thr*']"	T*	Norine		
425	4OH-Thr	4-Hydroxythreonine	NRPS	C4H9NO4	193577	"(2S,3S)-2-amino-3,4-dihydroxybutanoic acid"	NC(C(=O)O)C(O)CO	135.11856	"['Thr*', 'Thr*']"	T*	Norine		
426	NMe-Thr	N-methylthreonine	NRPS	C5H11NO3	21252500	3-hydroxy-2-methylaminobutanoic acid	CNC(C(C)O)C(=O)O	133.14574	"['Thr*', 'Thr*']"	T*	Norine		
427	D-aThr	D-allo-Threonine	NRPS	C4H9NO3	90624	"(2R,3R)-2-amino-3-hydroxybutanoic acid"	CC(O)C(N)C(=O)O	119.119156	"['Thr*', 'Thr*']"	T*	Norine		
428	4Cl-Thr	4-Chloro-Threonine	NRPS	C4H8ClNO3	5460796	"(2S,3S)-2-amino-4-chloro-3-hydroxybutanoic acid"	NC(C(=O)O)C(O)CCl	153.56422	"['Thr*', 'Thr*']"	T*	Norine		
429	Thr	Threonine	NRPS	C4H9NO3	6288	"(2S,3R)-2-amino-3-hydroxybutanoic acid"	CC(O)C(N)C(=O)O	119.119156	"['Thr*', 'Thr*']"	T	Norine	1	
430	OMe-Thr	O-methyl-threonine	NRPS	C5H11NO3	2724875	"(2S,3R)-2-amino-3-methoxybutanoic acid"	COC(C)C(N)C(=O)O	133.14574	"['Thr*', 'Thr*']"	T*	Norine		
431	OMe-bAla-Thz	1-methoxy-beta-alanine-thiazole	NRPS	C7H10N2O2S			COC(=O)CC(N)c1nccs1	186.23152	"['Thz*', 'Thz*']"		Norine		
432	Pro-Thz	proline-thiazole	unknown	C7H10N2S	3358090	"2-(pyrrolidin-2-yl)-1,3-thiazole"	C1CNC(C1)c2nccs2	154.233	"['Thz*', 'Thz*']"		Norine		
433	Ala-Thz	Alanine-thiazole	unknown	C6H8N2O2S	24274385	"2-(1-aminoethyl)-1,3-thiazole-4-carboxylic acid"	CC(N)c1nc(cs1)C(=O)O	172.20493	"['Thz*', 'Thz*']"		Norine		
434	NMe-Gly-Thz	N-Methyl-Glycine-thiazole	unknown	C5H8N2S	18939834	"N-methyl-1-(1,3-thiazol-2-yl)methanamine"	CNCc1nccs1	128.19542	"['Thz*', 'Thz*']"		Norine		
435	Phe-Thz	thiazolylphenylalanine	unknown	C12H12N2O2S			NC(Cc1ccccc1)c2nc(cs2)C(O)=O	248.30087	"['Thz*', 'Thz*']"		Norine		
436	Apv	alpha-amino-phenyl-valeric acid	NRPS	C11H15NO2	296866	2-amino-5-phenylpentanoic acid	NC(CCCc1ccccc1)C(=O)O	193.2423	"['Vaa*', 'Vaa*']"		Norine		
437	C5:0-NH2(3)	3-amino-pentanoic acid	unknown	C5H11NO2	14731978	3-aminopentanoic acid	CCC(N)CC(=O)O	117.14634	"['Vaa*', 'Vaa*']"		Norine		
438	Amv	alpha-amino-methoxyphenyl-valeric acid	NRPS	C12H17NO3	11506835	2-amino-5-(4-methoxyphenyl)pentanoic acid	COc1ccc(CCCC(N)C(=O)O)cc1	223.26828	"['Vaa*', 'Vaa*']"		Norine		
439	Me-Vaa	3-methylvaleric acid	unknown	C6H12O2	7755	3-methylpentanoic acid	CCC(C)CC(=O)O	116.15829	"['Vaa*', 'Vaa*']"		Norine		
440	4Me-Hva	"2-hydroxy-4-methylpentanoic acid, 2-hydroxy-4-methylvaleric acid"		C6H12O3	92779	2-hydroxy-4-methylpentanoic acid	CC(C)CC(O)C(=O)O	132.078644	"['Vaa*', 'Vaa*']"		Norine		
441	Ahv	alpha-amino-hydroxyphenyl-valeric acid	NRPS	C11H15NO3			NC(CCCc1ccc(O)cc1)C(=O)O	209.2417	"['Vaa*', 'Vaa*']"		Norine		
442	D-Hmp	D-2-hydroxy-3-methylpentanoic acid	NRPS	C6H12O3	164623	2-hydroxy-3-methylpentanoic acid	CCC(C)C(O)C(=O)O	132.15768	"['Vaa*', 'Vaa*']"		Norine		
443	OSu-Hmp	O-sulfate-2-hydroxy-3-methylpentanoic acid	unknown	C6H12O6S			CCC(C)C(OS(=O)(=O)O)C(=O)O	212.22089	"['Vaa*', 'Vaa*']"		Norine		
444	4Me-D-Hva	"4-Methyl-D-2-hydroxy-valeric acid, 4-Methyl-D-2-hydroxy-pentanoic acid"	NRPS	C6H12O3			CC(C)CC(O)C(=O)O	132.15768	"['Vaa*', 'Vaa*']"		Norine		
445	Hmp	2-hydroxy-3-methyl-pentanoic acid	NRPS	C6H12O3	164623	2-hydroxy-3-methylpentanoic acid	CCC(C)C(O)C(=O)O	132.15768	"['Vaa*', 'Vaa*']"		Norine		
446	v-Arg	vinylogous arginine	unknown	C8H16N4O2			N=C(N)NCCCC(N)C=CC(=O)O	200.23824	"['Arg*', 'XArg']"	R*	Norine		
447	D-Arg	D-Arginine	NRPS	C6H14N4O2	71070	(2R)-2-amino-5-(diaminomethylideneamino)pentanoic acid	NC(N)=NCCCC(N)C(=O)O	174.20096	"['Arg*', 'XArg']"	R*	Norine		
448	ck-Arg	cyclo alpha-ketoarginine	unknown	C7H12N4O2			NC1CCCN2C(=N)NC(=O)C12(O)	184.19579	"['Arg*', 'XArg']"	R*	Norine		
449	Argal	arginal	unknown	C6H14N4O	19919009	2-(4-amino-5-oxopentyl)guanidine	NC(N)=NCCCC(N)C=O	158.20155	"['Arg*', 'XArg']"	R*	Norine		
450	Arg	Arginine	NRPS	C6H14N4O2	6322	(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid	NC(N)=NCCCC(N)C(=O)O	174.20096	"['Arg*', 'XArg']"	R	Norine	1	
451	diOH-Arg	"3,4-dihydroxyArginine"	unknown	C6H14N4O4			NC(N)=NCC(O)C(O)C(N)C(O)=O	206.19975	"['Arg*', 'XArg']"	R*	Norine		
452	hk-Arg	hydrated alpha-ketoarginine	unknown	C7H16N4O3			N=C(N)NCCCC(N)C(O)C(=O)O	204.22694	"['Arg*', 'XArg']"	R*	Norine		
453	k-Arg	alpha-ketoarginine	unknown	C7H14N4O3			N=C(N)NCCCC(N)C(=O)C(=O)O	202.21106	"['Arg*', 'XArg']"	R*	Norine		
454	D-Har	D-homoarginine	unknown	C7H12N4O3	59108	6-(cyano-nitrosoamino)-2-hydroxyhexanamide	N#CN(CCCCC(O)C(N)=O)N=O	200.19518	"['Har*', 'XArg']"	R*	Norine		
455	Har	homoarginine	NRPS	C7H16N4O2	9085	(2S)-2-amino-6-(diaminomethylideneamino)hexanoic acid	NC(N)=NCCCCC(N)C(=O)O	188.22755	"['Har*', 'XArg']"	R*	Norine		
456	4oxo-Hpr	4-oxo-homoproline	NRPS	C6H9NO3		(S)-4-OXO-PIPERIDINE-2-CARBOXYLIC ACID	O=C1CCNC(C1)C(=O)O	143.14056	"['Hpr*', 'XPro']"	P*	Norine		
457	Hpr	homoproline	NRPS	C6H11NO2	439227	(2S)-piperidine-2-carboxylic acid	O=C(O)C1CCCCN1	129.15704	"['Hpr*', 'XPro']"	P*	Norine		
458	D-Hpr	D-homoproline	NRPS	C6H11NO2	736316	(2R)-piperidine-2-carboxylic acid	O=C(O)C1CCCCN1	129.15704	"['Hpr*', 'XPro']"	P*	Norine		
459	4oxo-5Me-Pro	4-oxo-5-methylproline	NRPS	C6H9NO3	3316607	5-methyl-4-oxopyrrolidine-2-carboxylic acid	CC1NC(CC1(=O))C(=O)O	143.14056	"['Pro*', 'XPro']"	P*	Norine		
460	NFo-Pro	N-Formyl-Proline	NRPS	C6H9NO3	116310	1-formylpyrrolidine-2-carboxylic acid	O=CN1CCCC1(C(=O)O)	143.14056	"['Pro*', 'XPro']"	P*	Norine		
461	4oxo-Pro	4-oxo-proline	NRPS	C5H7NO3	107541	(2S)-4-oxopyrrolidine-2-carboxylic acid	O=C1CNC(C1)C(=O)O	129.11398	"['Pro*', 'XPro']"	P*	Norine		
462	5Me-Pro	5-methylproline	NRPS	C6H11NO2	3734743	5-methylpyrrolidine-2-carboxylic acid	CC1CCC(N1)C(=O)O	129.15704	"['Pro*', 'XPro']"	P*	Norine		
463	D-Pro	D-Proline	NRPS	C5H9NO2	213262	(2R)-pyrrolidine-2-carboxylic acid	O=C(O)C1CCCN1	115.13046	"['Pro*', 'XPro']"	P*	Norine		
464	Pro	Proline	NRPS	C5H9NO2	145742	(2S)-pyrrolidine-2-carboxylic acid	O=C(O)C1CCCN1	115.13046	"['Pro*', 'XPro']"	P	Norine	1	
465	Ac-Pro	acetylproline	NRPS	C7H11NO3	322640	1-acetylpyrrolidine-2-carboxylic acid	CC(=O)N1CCCC1(C(=O)O)	157.16714	"['Pro*', 'XPro']"	P*	Norine		
466	D-4OH-Pro	D-hydroxyproline	unknown	C5H9NO3	440014	"(2R,4R)-4-hydroxypyrrolidine-2-carboxylic acid"	OC1CNC(C1)C(=O)O	131.12985	"['Pro*', 'XPro']"	P*	Norine		
467	3OH-Pro	3-Hydroxyproline	NRPS	C5H9NO3	728306	(2S)-3-hydroxypyrrolidine-2-carboxylic acid	O=C(O)C1NCCC1(O)	131.12985	"['Pro*', 'XPro']"	P*	Norine		
468	ProC	proline carboxamid	NRPS	C5H10N2O	550774	(2S)-pyrrolidine-2-carboxamide	NC(=O)C1CCCN1	114.1457	"['Pro*', 'XPro']"	P*	Norine		
469	3OH-5Me-Pro	3-Hydroxy-5-methylproline	NRPS	C6H11NO3	768844	"(2S,3S,5S)-3-hydroxy-5-methylpyrrolidine-2-carboxylic acid"	CC1CC(O)C(N1)C(=O)O	145.15645	"['Pro*', 'XPro']"	P*	Norine		
470	3Me-Pro	3-methylproline	NRPS	C6H11NO2	3141166	"(2S,3S)-3-methylpyrrolidine-2-carboxylic acid"	CC1CCNC1(C(=O)O)	129.15704	"['Pro*', 'XPro']"	P*	Norine		
471	Cl2-Pro	"3,4-dichloro-proline"	unknown	C5H7Cl2NO2	21295133	"3,4-dichloropyrrolidine-2-carboxylic acid"	O=C(O)C1NCC(C1Cl)Cl	184.02057	"['Pro*', 'XPro']"	P*	Norine		
472	4OH-Pro	4-Hydroxyproline	NRPS	C5H9NO3	5810	"(2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid"	OC1CNC(C1)C(=O)O	131.12985	"['Pro*', 'XPro']"	P*	Norine		
473	4Me-Pro	4-methylproline	NRPS	C6H11NO2	10365019	4-methylpyrrolidine-2-carboxylic acid	CC1CNC(C1)C(=O)O	129.15704	"['Pro*', 'XPro']"	P*	Norine		
474	D-Hse	D-Homoserine	NRPS	C4H9NO3	2724170	(2R)-2-amino-4-hydroxybutanoic acid	NC(CCO)C(=O)O	119.119156	"['Hse*', 'XSer']"	S*	Norine		
475	Hse	Homoserine	NRPS	C4H9NO3	12647	(2S)-2-amino-4-hydroxybutanoic acid	NC(CCO)C(=O)O	119.119156	"['Hse*', 'XSer']"	S*	Norine		
476	Ser	Serine	NRPS	C3H7NO3	5951	(2S)-2-amino-3-hydroxypropanoic acid	NC(CO)C(=O)O	105.09258	"['Ser*', 'XSer']"	S	Norine	1	
477	NMe-Ser	N-Methyl-Serine	NRPS	C4H9NO3	10358101	3-hydroxy-2-methylaminopropanoic acid	CNC(CO)C(=O)O	119.119156	"['Ser*', 'XSer']"	S*	Norine		
478	NFo-Iser	N-formyl-isoserine	unknown	C4H7NO4			O=CNCC(O)C(=O)O	133.10269	"['Ser*', 'XSer']"	S*	Norine		
479	D-Ser	D-Serine	NRPS	C3H7NO3	71077	(2R)-2-amino-3-hydroxypropanoic acid	NC(CO)C(=O)O	105.09258	"['Ser*', 'XSer']"	S*	Norine		
480	Ph-Ser	phenylserine	unknown	C9H11NO3	73562	"(2S,3S)-2-amino-3-hydroxy-3-phenylpropanoic acid"	NC(C(=O)O)C(O)c1ccccc1	181.18854	"['Ser*', 'XSer']"	S*	Norine		
481	Iser	isoserine	unknown	C3H7NO3	6999797	(2S)-3-amino-2-hydroxypropanoic acid	NCC(O)C(=O)O	105.09258	"['Ser*', 'XSer']"	S*	Norine		
482	gSer	alpha-guanidino Serine	unknown	C3H8N4O3			N=C(N)NC(N)(O)C(=O)O	148.12062	"['Ser*', 'XSer']"	S*	Norine		
483	D-NMe-Ser	N-Methyl-D-Serine	NRPS	C4H9NO3		3-hydroxy-2-methylaminopropanoic acid	CNC(CO)C(=O)O	119.119156	"['Ser*', 'XSer']"	S*	Norine		
484	Ac-Ser	O-acetyl-Serine	NRPS	C5H9NO4	99478	(2S)-3-acetyloxy-2-aminopropanoic acid	CC(=O)OCC(N)C(=O)O	147.12926	"['Ser*', 'XSer']"	S*	Norine		
485	Serol	Serinol	NRPS	C3H9NO2	68294	"2-aminopropane-1,3-diol"	NC(CO)CO	91.109055	"['Ser*', 'XSer']"	S*	Norine		
486	NMe-Hty	N-methyl-homotyrosine	NRPS	C11H15NO3			CNC(CCc1ccc(O)cc1)C(=O)O	209.2417	"['Hty*', 'XTyr']"	Y*	Norine		
487	Hty	Homotyrosine	NRPS	C10H13NO3	4153395	2-amino-4-(4-hydroxyphenyl)butanoic acid	NC(CCc1ccc(O)cc1)C(=O)O	195.21512	"['Hty*', 'XTyr']"	Y*	Norine		
488	3Me-Hty	3-methyl-homotyrosine	NRPS	C11H15NO3			CC(Cc1ccc(O)cc1)C(N)C(=O)O	209.2417	"['Hty*', 'XTyr']"	Y*	Norine		
489	Cl-Tyr	chloro-tyrosine	NRPS	C9H10ClNO3	119226	2-amino-3-(3-chloro-4-hydroxyphenyl)propanoic acid	NC(Cc1ccc(O)c(c1)Cl)C(=O)O	215.6336	"['Tyr*', 'XTyr']"	Y*	Norine		
490	D-Cl-NMe-Tyr	D-3-chloro-N-methyl-Tyrosine	unknown	C10H12ClNO3			CNC(Cc1ccc(O)c(c1)Cl)C(=O)O	229.66017	"['Tyr*', 'XTyr']"	Y*	Norine		
491	D-I-NMe-Tyr	D-3-iodo-N-methyl-Tyrosine	unknown	C10H12INO3			CNC(Cc1ccc(O)c(c1)I)C(=O)O	321.11163	"['Tyr*', 'XTyr']"	Y*	Norine		
492	bTyr	beta-tyrosine	NRPS	C9H11NO3	440311	3-amino-3-(4-hydroxyphenyl)propanoic acid	NC(CC(=O)O)c1ccc(O)cc1	181.18854	"['Tyr*', 'XTyr']"	Y*	Norine		
493	Br-Tyr	bromotyrosine	unknown	C9H10BrNO3	148708	2-amino-3-(3-bromo-4-hydroxyphenyl)propanoic acid	NC(Cc1ccc(O)c(c1)Br)C(=O)O	260.0846	"['Tyr*', 'XTyr']"	Y*	Norine		
494	D-NMe-OMe-Tyr	"D-N,O-dimethyl-tyrosine"	unknown	C11H15NO3	18925327	3-(4-methoxyphenyl)-2-methylaminopropanoic acid	CNC(Cc1ccc(cc1)OC)C(=O)O	209.2417	"['Tyr*', 'XTyr']"	Y*	Norine		
495	bOMe-Tyr	beta-methoxy-tyrosine	unknown	C10H13NO4	23143915	2-amino-3-(4-hydroxyphenyl)-3-methoxypropanoic acid	COC(C(N)C(=O)O)c1ccc(O)cc1	211.21452	"['Tyr*', 'XTyr']"	Y*	Norine		
496	D-Tyr	D-Tyrosine	NRPS	C9H11NO3	71098	(2R)-2-amino-3-(4-hydroxyphenyl)propanoic acid	NC(Cc1ccc(O)cc1)C(=O)O	181.18854	"['Tyr*', 'XTyr']"	Y*	Norine		
497	dv-Tyr	dehydro vinylogous tyrosine	unknown	C11H11NO3			NC(C=CC(=O)O)=Cc1ccc(O)cc1	205.20995	"['Tyr*', 'XTyr']"	Y*	Norine		
498	bOH-Tyr	beta-hydroxy-tyrosine	NRPS	C9H11NO4	13309269	2-amino-3-hydroxy-3-(4-hydroxyphenyl)propanoic acid	NC(C(=O)O)C(O)c1ccc(O)cc1	197.18794	"['Tyr*', 'XTyr']"	Y*	Norine		
499	e-Tyr	ethylene inserted tyrosine	unknown	C11H15NO3			NC(CCC(=O)O)Cc1ccc(O)cc1	209.2417	"['Tyr*', 'XTyr']"	Y*	Norine		
500	bOH-Cl-Tyr	beta-hydroxy-chloro-tyrosine	NRPS	C9H10ClNO4	19383048	2-amino-3-(3-chloro-4-hydroxyphenyl)-3-hydroxypropanoic acid	NC(C(=O)O)C(O)c1ccc(O)c(c1)Cl	231.63301	"['Tyr*', 'XTyr']"	Y*	Norine		
501	Tyr	Tyrosine	NRPS	C9H11NO3	6057	(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid	NC(Cc1ccc(O)cc1)C(=O)O	181.18854	"['Tyr*', 'XTyr']"	Y	Norine	1	
502	v-OH-Tyr	vinylogous hydroxy tyrosine	unknown	C11H13NO4			NC(C=CC(=O)O)Cc1ccc(O)c(O)c1	223.22523	"['Tyr*', 'XTyr']"	Y*	Norine		
503	v-Tyr	vinylogous tyrosine	unknown	C11H13NO3			NC(C=CC(=O)O)Cc1ccc(O)cc1	207.22583	"['Tyr*', 'XTyr']"	Y*	Norine		
504	NMe-OMe-Tyr	"N,O-dimethyl-tyrosine"	NRPS	C11H15NO3	18925327	3-(4-methoxyphenyl)-2-methylaminopropanoic acid	CNC(Cc1ccc(cc1)OC)C(=O)O	209.2417	"['Tyr*', 'XTyr']"	Y*	Norine		
505	NMe-OMe-TyrC	"N,O-dimethyl-tyrosinecarboxamid"	unknown	C11H16N2O2	19003692	3-(4-methoxyphenyl)-2-methylaminopropanamide	CNC(Cc1ccc(cc1)OC)C(N)=O	208.25694	"['Tyr*', 'XTyr']"	Y*	Norine		
506	NMe-Tyr	N-methyltyrosine	NRPS	C10H13NO3	210432	(2S)-3-(4-hydroxyphenyl)-2-methylaminopropanoic acid	CNC(Cc1ccc(O)cc1)C(=O)O	195.21512	"['Tyr*', 'XTyr']"	Y*	Norine		
507	3NO2-Tyr	3-nitrotyrosine	NRPS	C9H10N2O5	235719	2-amino-3-(4-hydroxy-3-nitrophenyl)propanoic acid	NC(Cc1ccc(O)c(c1)[N+](=O)[O-])C(=O)O	226.1861	"['Tyr*', 'XTyr']"	Y*	Norine		
508	D-Br-NMe-Tyr	D-3-bromo-N-methyl-Tyrosine	unknown	C10H12BrNO3			CNC(Cc1ccc(O)c(c1)Br)C(=O)O	274.11118	"['Tyr*', 'XTyr']"	Y*	Norine		
509	Cl-NMe-Tyr	Chloro-N-methyl-tyrosine	NRPS	C10H12ClNO3			CNC(Cc1ccc(O)c(c1)Cl)C(=O)O	229.66017	"['Tyr*', 'XTyr']"	Y*	Norine		
510	Aca	Anticapsin	NRPS	C9H13NO4	72647	"(2S)-2-amino-3-[(1R,2R,6R)-5-oxo-7-oxabicyclo[4.1.0]heptan-2-yl]propanoic acid"	NC(CC1CCC(=O)C2OC12)C(=O)O	199.20383	[]		Norine		
511	Agdha	"4-amino-7-guanidino-2,3-dihydroxyheptanoic acid"	other	C8H18N4O4			N=C(N)NCCCC(N)C(O)C(O)C(O)=O	234.25293	[]		Norine		
512	Ahp	3-amino-6-hydroxy-2-piperidone	NRPS	C9H16N2O5			CC(O)C(C(=O)O)N1C(O)CCC(N)C1(=O)	232.23373	[]		Norine		
513	Azd	aziridine dicarboxylic acid	unknown	C4H5NO4	22712963	"aziridine-2,3-dicarboxylic acid"	O=C(O)C1NC1(C(=O)O)	131.0868	[]		Norine		
514	Choi	2-carboxy-6-hydroxyoctahydroindole	unknown	C9H15NO3			OC1CCC2CC(NC2(C1))C(=O)O	185.22029	[]		Norine		
515	CO	oxo group	unknown	CO			C=O	28.010101	[]		Norine		
516	COOH-Qui	2-carboxyquinoxaline	NRPS	C9H6N2O2	96695	quinoxaline-2-carboxylic acid	O=C(O)c1cnc2ccccc2(n1)	174.1561	[]		Norine		
517	Daz	"2,6-diamino-7-hydroxyazelaic acid"	unknown	C9H18N2O5	443585	"2,6-diamino-7-hydroxynonanedioic acid"	NC(CCCC(N)C(O)CC(=O)O)C(=O)O	234.2496	[]		Norine		
518	DHMDA	"8,10-Dimethyl-9-hydroxy-7-methoxytridecadienoic acid"	unknown	C16H28O4			CCCC(C)C(O)C(C)C(C=CC=CCC(=O)O)OC	284.3911	[]		Norine		
519	DHPT	dihydroxyphenylthiazol group	NRPS	C10H9NO4S			OC(=O)C1CSC(=N1)c2cccc(O)c2(O)	239.24776	[]		Norine		
520	DMOG	DHP-methyloxazolinyl group	other	C11H11NO5			CC1OC(=NC1(C(O)=O))c2cccc(O)c2(O)	237.20876	[]		Norine		
